timestamp,humidity in % (SHT31 - Humidity),air temperature in ºC (SHT31 - Temperature),barometric pressure in K Pa (MPL3115A2 - Barometric Pressure),battery in % (Battery SCK 1.1),light in Lux (BH1730FVC),noise in dBA (ICS43432 - Noise),cm in cm (VL6180),external air temperature in °C (DS18B20)
2018-11-03 13:01:21 UTC,43.57,25.01,101.96,-1,2.49,59.97,,24.69
2018-11-03 13:02:21 UTC,43.5,25.03,101.96,-1,2.49,59.74,,24.69
2018-11-03 13:03:21 UTC,43.53,25,101.96,-1,3.58,60.19,,24.62
2018-11-03 13:04:21 UTC,43.48,24.97,101.96,-1,2.49,58.18,,24.69
2018-11-03 13:05:21 UTC,43.53,24.95,101.96,-1,2.49,60.1,,24.69
2018-11-03 13:06:21 UTC,43.57,24.95,101.96,-1,2.49,61.81,,24.69
2018-11-03 13:07:21 UTC,43.51,24.97,101.96,-1,2.49,61.81,,24.69
2018-11-03 13:08:21 UTC,43.55,24.97,101.96,-1,1.98,61.11,,24.69
2018-11-03 13:10:21 UTC,43.43,24.88,101.96,-1,2.49,59.17,,24.69
2018-11-03 13:11:21 UTC,43.4,24.88,101.96,-1,2.49,62.01,,24.69
2018-11-03 13:12:21 UTC,43.41,24.88,101.96,-1,2.49,61.94,,24.69
2018-11-03 13:13:21 UTC,43.38,24.85,101.96,-1,2.49,59.81,,24.69
2018-11-03 13:14:21 UTC,43.34,24.85,101.96,-1,2.49,62.55,,24.69
2018-11-03 13:15:21 UTC,43.34,24.83,101.95,-1,2.49,60.05,,24.69
2018-11-03 13:16:21 UTC,43.54,24.84,101.96,-1,2.49,59.63,,24.69
2018-11-03 13:17:21 UTC,43.5,24.8,101.94,-1,2.49,60.8,,24.69
2018-11-03 13:19:21 UTC,43.32,24.77,101.94,-1,2.49,55.48,,24.69
2018-11-03 13:20:21 UTC,43.26,24.8,101.94,-1,2.49,60.04,,24.69
2018-11-03 13:21:21 UTC,43.35,24.77,101.94,-1,2.49,59.78,,24.62
2018-11-03 13:22:21 UTC,43.28,24.78,101.93,-1,2.49,60.75,,24.69
2018-11-03 13:23:21 UTC,43.32,24.75,101.93,-1,2.49,60.29,,24.69
2018-11-03 13:24:21 UTC,43.44,24.78,101.93,-1,2.49,60.67,,24.62
2018-11-03 13:25:21 UTC,43.3,24.74,101.93,-1,2.49,61.78,,24.69
2018-11-03 13:26:21 UTC,43.31,24.75,101.93,-1,2.49,59.86,,24.62
2018-11-03 13:28:21 UTC,43.32,24.7,101.93,-1,2.49,58.42,,24.69
2018-11-03 13:29:21 UTC,43.29,24.7,101.93,-1,2.49,62.69,,24.62
2018-11-03 13:30:21 UTC,43.29,24.73,101.93,-1,2.49,60.17,,24.69
2018-11-03 13:31:21 UTC,43.3,24.7,101.93,-1,2.49,60.2,,24.62
2018-11-03 13:32:21 UTC,43.34,24.68,101.93,-1,2.49,59.49,,24.62
2018-11-03 13:33:21 UTC,43.27,24.67,101.93,-1,2.49,61.22,,24.62
2018-11-03 13:34:21 UTC,43.35,24.66,101.93,-1,2.49,59.98,,24.62
2018-11-03 13:35:21 UTC,43.25,24.64,101.93,-1,2.49,58.66,,24.62
2018-11-03 13:36:21 UTC,43.25,24.63,101.93,-1,2.49,63,,24.62
2018-11-03 13:38:21 UTC,43.25,24.64,101.93,-1,2.49,62.06,,24.69
2018-11-03 13:39:21 UTC,43.22,24.61,101.92,-1,2.49,58.34,,24.62
2018-11-03 13:40:21 UTC,43.21,24.63,101.92,-1,2.49,57.95,,24.62
2018-11-03 13:41:21 UTC,43.21,24.63,101.92,-1,2.49,62.53,,24.62
2018-11-03 13:42:21 UTC,43.24,24.6,101.92,-1,2.49,59.04,,24.62
2018-11-03 13:44:21 UTC,43.18,24.63,101.91,-1,2.49,60.76,,24.62
2018-11-03 13:45:21 UTC,43.06,24.63,101.92,-1,2.49,60.71,,24.62
2018-11-03 13:47:21 UTC,42.83,24.71,101.92,-1,2.49,58.43,,24.62
2018-11-03 13:48:21 UTC,42.8,24.73,101.92,-1,2.49,58.16,,24.62
2018-11-03 13:49:21 UTC,42.9,24.74,101.92,-1,2.49,61.54,,24.62
2018-11-03 13:50:21 UTC,42.91,24.71,101.92,-1,2.49,61.18,,24.62
2018-11-03 13:51:21 UTC,42.92,24.71,101.91,-1,2.49,61.96,,24.62
2018-11-03 13:52:21 UTC,42.95,24.66,101.91,-1,2.49,60.05,,24.62
2018-11-03 13:54:21 UTC,42.96,24.64,101.91,-1,2.49,60.74,,24.62
2018-11-03 13:55:21 UTC,43.01,24.63,101.91,-1,2.49,58.33,,24.62
2018-11-03 13:56:21 UTC,42.97,24.61,101.9,-1,2.49,61.15,,24.62
2018-11-03 13:57:21 UTC,43.03,24.59,101.91,-1,2.49,60.3,,24.62
2018-11-03 13:58:21 UTC,43.04,24.6,101.9,-1,2.49,58.56,,24.62
2018-11-03 13:59:21 UTC,43.03,24.56,101.91,-1,2.49,62.4,,24.62
2018-11-03 14:00:21 UTC,43.05,24.53,101.91,-1,2.49,58.52,,24.62
2018-11-03 14:01:21 UTC,43.15,24.54,101.91,-1,2.49,61.89,,24.56
2018-11-03 14:02:21 UTC,43.07,24.54,101.91,-1,2.49,58.96,,24.62
2018-11-03 14:04:21 UTC,43.04,24.51,101.91,-1,2.49,60.5,,24.62
2018-11-03 14:05:21 UTC,43.06,24.51,101.91,-1,2.49,58.77,,24.56
2018-11-03 14:06:21 UTC,43.1,24.51,101.9,-1,2.49,59.93,,24.56
2018-11-03 14:07:21 UTC,43.07,24.5,101.9,-1,2.49,60.44,,24.56
2018-11-03 14:08:21 UTC,43.07,24.5,101.9,-1,2.49,63.28,,24.56
2018-11-03 14:09:21 UTC,43.04,24.47,101.9,-1,2.49,61.81,,24.62
2018-11-03 14:10:21 UTC,43.06,24.5,101.9,-1,2.49,60.63,,24.56
2018-11-03 14:11:21 UTC,43,24.47,101.9,-1,2.49,59.32,,24.56
2018-11-03 14:13:21 UTC,43.01,24.46,101.9,-1,2.49,60.5,,24.56
2018-11-03 14:14:21 UTC,43.03,24.47,101.89,-1,2.49,60.04,,24.56
2018-11-03 14:15:21 UTC,42.99,24.46,101.89,-1,2.49,60.34,,24.56
2018-11-03 14:16:21 UTC,43.04,24.46,101.9,-1,2.49,61.21,,24.56
2018-11-03 14:17:21 UTC,43.08,24.47,101.9,-1,2.49,61.29,,24.56
2018-11-03 14:18:21 UTC,42.96,24.46,101.9,-1,2.49,59.03,,24.56
2018-11-03 14:19:21 UTC,43.12,24.44,101.9,-1,2.49,59.3,,24.56
2018-11-03 14:20:21 UTC,43.06,24.44,101.9,-1,2.49,61.84,,24.56
2018-11-03 14:21:21 UTC,43.02,24.43,101.9,-1,2.49,59.76,,24.56
2018-11-03 14:23:21 UTC,43.06,24.44,101.89,-1,2.49,58.03,,24.56
2018-11-03 14:24:21 UTC,43.08,24.42,101.9,-1,2.49,58.79,,24.56
2018-11-03 14:25:21 UTC,43.02,24.43,101.89,-1,2.49,59.41,,24.56
2018-11-03 14:26:21 UTC,43.07,24.43,101.89,-1,2.49,59.37,,24.56
2018-11-03 14:27:21 UTC,43.09,24.42,101.9,-1,2.49,60.25,,24.56
2018-11-03 14:28:21 UTC,43.11,24.42,101.9,-1,2.49,59.72,,24.5
2018-11-03 14:29:21 UTC,43.13,24.42,101.9,-1,2.49,58.21,,24.5
2018-11-03 14:30:21 UTC,43.1,24.39,101.9,-1,2.49,61.2,,24.5
2018-11-03 14:31:21 UTC,43.12,24.4,101.9,-1,2.49,59.15,,24.56
2018-11-03 14:33:21 UTC,43.13,24.39,101.89,-1,2.49,59.55,,24.5
2018-11-03 14:34:21 UTC,43.16,24.39,101.89,-1,2.49,59.01,,24.5
2018-11-03 14:35:21 UTC,43.11,24.39,101.9,-1,2.49,58.63,,24.5
2018-11-03 14:36:21 UTC,43.2,24.39,101.89,-1,2.49,60.19,,24.5
2018-11-03 14:37:21 UTC,43.16,24.39,101.89,-1,2.49,62.75,,24.5
2018-11-03 14:38:21 UTC,43.16,24.37,101.89,-1,2.49,60.38,,24.5
2018-11-03 14:39:21 UTC,43.16,24.37,101.89,-1,2.49,59.76,,24.5
2018-11-03 14:40:21 UTC,43.09,24.36,101.89,-1,2.49,61.3,,24.5
2018-11-03 14:41:21 UTC,43.16,24.37,101.88,-1,2.49,60.01,,24.5
2018-11-03 14:43:21 UTC,43.16,24.33,101.88,-1,2.49,64.03,,24.5
2018-11-03 14:44:21 UTC,43.12,24.36,101.88,-1,2.49,56.78,,24.44
2018-11-03 14:45:21 UTC,43.18,24.36,101.88,-1,2.49,61.24,,24.5
2018-11-03 14:46:21 UTC,43.19,24.35,101.88,-1,2.49,60.91,,24.5
2018-11-03 14:47:21 UTC,43.11,24.32,101.88,-1,2.49,61.58,,24.5
2018-11-03 14:48:21 UTC,43.15,24.33,101.87,-1,2.49,60.52,,24.5
2018-11-03 14:49:21 UTC,43.15,24.35,101.88,-1,2.49,60.43,,24.5
2018-11-03 14:50:21 UTC,43.22,24.32,101.88,-1,2.49,60.95,,24.44
2018-11-03 14:51:21 UTC,43.37,24.32,101.88,-1,1.53,99.08,,24.5
2018-11-03 14:53:21 UTC,43.42,24.24,101.88,-1,1.02,99.08,,24.44
2018-11-03 14:54:21 UTC,43.4,24.21,101.88,-1,1.02,99.08,,24.44
2018-11-03 14:55:21 UTC,43.48,24.23,101.88,-1,1.02,65.99,,24.44
2018-11-03 14:56:21 UTC,43.49,24.21,101.88,-1,1.02,59.69,,24.44
2018-11-03 14:57:21 UTC,43.5,24.24,101.88,-1,0.51,54.72,,24.44
2018-11-03 14:58:21 UTC,43.36,24.23,101.87,-1,0.51,54.38,,24.44
2018-11-03 14:59:21 UTC,43.41,24.21,101.88,-1,1.02,56.17,,24.44
2018-11-03 15:00:21 UTC,43.53,24.21,101.88,-1,1.02,56.97,,24.44
2018-11-03 15:01:21 UTC,43.4,24.21,101.88,-1,0.51,57.55,,24.44
2018-11-03 15:03:21 UTC,43.41,24.2,101.88,-1,1.02,57.6,,24.44
2018-11-03 15:04:21 UTC,43.47,24.21,101.87,-1,1.02,59.09,,24.44
2018-11-03 15:05:21 UTC,43.49,24.17,101.87,-1,0.51,55.76,,24.44
2018-11-03 15:06:21 UTC,43.47,24.19,101.88,-1,0.51,57.23,,24.44
2018-11-03 15:07:21 UTC,43.49,24.19,101.87,-1,1.02,58.11,,24.44
2018-11-03 15:08:21 UTC,43.53,24.19,101.88,-1,1.02,57.69,,24.44
2018-11-03 15:09:21 UTC,43.46,24.19,101.87,-1,0.51,57.84,,24.38
2018-11-03 15:10:21 UTC,43.53,24.2,101.88,-1,0.51,56.18,,24.44
2018-11-03 15:11:21 UTC,43.52,24.16,101.88,-1,0.51,54.35,,24.38
2018-11-03 15:13:21 UTC,43.5,24.16,101.87,-1,1.02,57.17,,24.38
2018-11-03 15:14:21 UTC,43.5,24.17,101.87,-1,0.51,59.67,,24.38
2018-11-03 15:15:21 UTC,43.54,24.17,101.87,-1,0.51,53.82,,24.38
2018-11-03 15:16:21 UTC,43.58,24.17,101.87,-1,1.02,54.65,,24.38
2018-11-03 15:17:21 UTC,43.59,24.17,101.86,-1,1.02,57.55,,24.38
2018-11-03 15:18:21 UTC,43.51,24.16,101.86,-1,0.51,55.49,,24.38
2018-11-03 15:19:21 UTC,43.5,24.17,101.86,-1,0.51,57.95,,24.38
2018-11-03 15:20:21 UTC,43.56,24.2,101.87,-1,1.02,55.49,,24.38
2018-11-03 15:21:21 UTC,43.61,24.16,101.87,-1,1.02,58.32,,24.38
2018-11-03 15:23:21 UTC,43.56,24.15,101.87,-1,0.51,55.84,,24.38
2018-11-03 15:24:21 UTC,43.6,24.16,101.87,-1,1.02,57.88,,24.38
2018-11-03 15:25:21 UTC,43.6,24.16,101.87,-1,1.02,58.71,,24.38
2018-11-03 15:26:21 UTC,43.6,24.16,101.87,-1,0.51,58.81,,24.38
2018-11-03 15:27:21 UTC,43.57,24.17,101.87,-1,0.51,56.68,,24.31
2018-11-03 15:28:21 UTC,43.53,24.15,101.87,-1,1.02,58.03,,24.31
2018-11-03 15:29:21 UTC,43.61,24.13,101.87,-1,1.02,57.46,,24.38
2018-11-03 15:31:21 UTC,43.6,24.16,101.87,-1,0.51,55.53,,24.31
2018-11-03 15:32:21 UTC,43.57,24.16,101.87,-1,1.02,55.67,,24.31
2018-11-03 15:33:21 UTC,43.6,24.15,101.86,-1,1.02,54.95,,24.31
2018-11-03 15:34:21 UTC,43.57,24.15,101.87,-1,0.51,54.23,,24.31
2018-11-03 15:35:21 UTC,43.6,24.16,101.87,-1,0.51,57.55,,24.31
2018-11-03 15:36:21 UTC,43.58,24.16,101.87,-1,0.51,56.51,,24.31
2018-11-03 15:37:21 UTC,43.57,24.13,101.87,-1,1.02,58.23,,24.31
2018-11-03 15:38:21 UTC,43.62,24.12,101.87,-1,0.51,56.5,,24.31
2018-11-03 15:40:21 UTC,43.62,24.1,101.87,-1,0.51,58.1,,24.31
2018-11-03 15:41:21 UTC,43.62,24.1,101.87,-1,1.02,56.34,,24.31
2018-11-03 15:42:21 UTC,43.66,24.13,101.86,-1,1.02,59.84,,24.31
2018-11-03 15:43:21 UTC,43.58,24.12,101.86,-1,0.51,58.14,,24.31
2018-11-03 15:44:21 UTC,43.65,24.1,101.86,-1,0.51,56.08,,24.31
2018-11-03 15:45:21 UTC,43.61,24.12,101.86,-1,1.02,57.32,,24.31
2018-11-03 15:46:21 UTC,43.67,24.1,101.85,-1,1.02,57.68,,24.31
2018-11-03 15:47:21 UTC,43.63,24.09,101.85,-1,0.51,56.22,,24.31
2018-11-03 15:48:21 UTC,43.68,24.07,101.85,-1,0.51,55.7,,24.25
2018-11-03 15:50:21 UTC,43.7,24.09,101.85,-1,1.02,54.9,,24.25
2018-11-03 15:51:21 UTC,43.72,24.07,101.85,-1,0.51,56.63,,24.25
2018-11-03 15:52:21 UTC,43.68,24.07,101.85,-1,0,57.26,,24.25
2018-11-03 15:53:21 UTC,43.7,24.07,101.85,-1,0.51,58.23,,24.31
2018-11-03 15:54:21 UTC,43.7,24.09,101.85,-1,1.02,58.32,,24.25
2018-11-03 15:55:21 UTC,43.68,24.07,101.85,-1,0.51,56.37,,24.25
2018-11-03 15:56:21 UTC,43.73,24.09,101.85,-1,0.51,55.84,,24.25
2018-11-03 15:57:21 UTC,43.76,24.06,101.85,-1,0.51,54.37,,24.25
2018-11-03 15:58:21 UTC,43.72,24.06,101.85,-1,1.02,55.54,,24.25
2018-11-03 16:00:21 UTC,43.83,24.06,101.85,-1,0.51,57.45,,24.25
2018-11-03 16:01:21 UTC,43.74,24.06,101.85,-1,0.51,57.3,,24.25
2018-11-03 16:02:21 UTC,43.83,24.03,101.84,-1,1.02,54.4,,24.25
2018-11-03 16:03:21 UTC,43.87,24.06,101.84,-1,1.02,56.54,,24.25
2018-11-03 16:04:21 UTC,43.82,24.03,101.85,-1,0.51,54.85,,24.25
2018-11-03 16:05:21 UTC,43.81,24.04,101.85,-1,0,58.21,,24.25
2018-11-03 16:06:21 UTC,43.87,24.06,101.84,-1,0.51,55.91,,24.19
2018-11-03 16:07:21 UTC,43.85,24.06,101.84,-1,1.02,58.65,,24.25
2018-11-03 16:08:21 UTC,43.89,24.02,101.84,-1,0.51,55.5,,24.19
2018-11-03 16:10:21 UTC,43.87,24.02,101.84,-1,0.51,56.92,,24.19
2018-11-03 16:11:21 UTC,43.89,24.03,101.84,-1,1.02,54.18,,24.19
2018-11-03 16:12:21 UTC,43.81,24.04,101.84,-1,1.02,57.63,,24.19
2018-11-03 16:13:21 UTC,43.85,24.03,101.84,-1,0.51,55.74,,24.19
2018-11-03 16:14:21 UTC,43.88,24.03,101.83,-1,0.51,58.85,,24.19
2018-11-03 16:15:21 UTC,43.9,24.03,101.83,-1,1.02,57.19,,24.19
2018-11-03 16:16:21 UTC,43.83,24.03,101.84,-1,1.02,57.54,,24.19
2018-11-03 16:17:21 UTC,43.91,24.03,101.84,-1,0.51,54.79,,24.19
2018-11-03 16:18:21 UTC,43.87,24.02,101.84,-1,0.51,57.68,,24.19
2018-11-03 16:20:21 UTC,43.95,24.02,101.84,-1,1.02,56.87,,24.19
2018-11-03 16:21:21 UTC,43.94,23.99,101.83,-1,0.51,58.17,,24.19
2018-11-03 16:22:21 UTC,43.91,23.97,101.83,-1,0,59.82,,24.19
2018-11-03 16:23:21 UTC,43.93,24,101.83,-1,0.51,56.76,,24.19
2018-11-03 16:24:21 UTC,43.9,24.02,101.83,-1,1.02,55.54,,24.19
2018-11-03 16:25:21 UTC,43.9,24,101.83,-1,0.51,55.98,,24.19
2018-11-03 16:26:21 UTC,43.93,23.97,101.83,-1,0.51,53.67,,24.19
2018-11-03 16:27:21 UTC,43.93,23.99,101.83,-1,0.51,56.33,,24.19
2018-11-03 16:28:21 UTC,43.98,23.96,101.84,-1,1.02,56.82,,24.19
2018-11-03 16:30:21 UTC,43.95,23.97,101.84,-1,0.51,56.32,,24.12
2018-11-03 16:31:21 UTC,43.96,23.96,101.84,-1,0.51,58.53,,24.19
2018-11-03 16:32:21 UTC,44.03,23.97,101.84,-1,1.02,58.97,,24.12
2018-11-03 16:33:21 UTC,43.96,23.96,101.84,-1,1.02,56.88,,24.12
2018-11-03 16:34:21 UTC,43.96,23.97,101.84,-1,0.51,61.3,,24.12
2018-11-03 16:35:21 UTC,43.99,23.97,101.84,-1,0,56.11,,24.12
2018-11-03 16:36:21 UTC,44.03,23.99,101.84,-1,0.51,57.25,,24.12
2018-11-03 16:37:21 UTC,43.98,23.96,101.84,-1,1.02,56.28,,24.12
2018-11-03 16:38:21 UTC,44.02,23.97,101.84,-1,0.51,55.56,,24.12
2018-11-03 16:40:21 UTC,44.06,23.95,101.84,-1,0.51,54.82,,24.12
2018-11-03 16:41:21 UTC,44.07,23.95,101.84,-1,1.02,56.5,,24.12
2018-11-03 16:42:21 UTC,44.04,23.95,101.84,-1,1.02,59.23,,24.12
2018-11-03 16:43:21 UTC,44.02,23.95,101.85,-1,0.51,59.55,,24.12
2018-11-03 16:44:21 UTC,43.99,23.95,101.85,-1,1.02,57.16,,24.12
2018-11-03 16:45:21 UTC,43.95,23.93,101.85,-1,1.02,57.08,,24.12
2018-11-03 16:46:21 UTC,43.99,23.95,101.85,-1,0.51,60.87,,24.12
2018-11-03 16:47:21 UTC,44.04,23.93,101.85,-1,1.02,56.36,,24.12
2018-11-03 16:49:21 UTC,44.08,23.95,101.85,-1,0.51,57.39,,24.12
2018-11-03 16:50:21 UTC,44.11,23.93,101.85,-1,0.51,54.78,,24.06
2018-11-03 16:51:21 UTC,44.04,23.95,101.85,-1,0,57.88,,24.06
2018-11-03 16:52:21 UTC,44.06,23.95,101.85,-1,1.02,56.87,,24.06
2018-11-03 16:53:21 UTC,44.08,23.93,101.85,-1,1.02,58.02,,24.06
2018-11-03 16:54:21 UTC,44.04,23.93,101.85,-1,0.51,58.71,,24.12
2018-11-03 16:55:21 UTC,44.06,23.95,101.85,-1,0,56.2,,24.06
2018-11-03 16:56:21 UTC,44.02,23.95,101.85,-1,0.51,56.7,,24.06
2018-11-03 16:58:21 UTC,44.08,23.95,101.85,-1,1.02,55.76,,24.06
2018-11-03 16:59:21 UTC,44.1,23.92,101.85,-1,0.51,57.04,,24.06
2018-11-03 17:00:21 UTC,44.12,23.93,101.85,-1,0.51,58.08,,24.06
2018-11-03 17:01:21 UTC,44.13,23.93,101.85,-1,1.02,59.5,,24.06
2018-11-03 17:02:21 UTC,44.13,23.95,101.84,-1,1.02,59.77,,24.06
2018-11-03 17:03:21 UTC,44.1,23.95,101.84,-1,0.51,59.12,,24.06
2018-11-03 17:04:21 UTC,44.11,23.93,101.84,-1,1.02,55.45,,24.06
2018-11-03 17:05:21 UTC,44.13,23.89,101.84,-1,0.51,56.17,,24.06
2018-11-03 17:06:21 UTC,44.13,23.93,101.84,-1,1.02,56.32,,24
2018-11-03 17:08:21 UTC,44.13,23.92,101.84,-1,0.51,58.43,,24
2018-11-03 17:09:21 UTC,44.14,23.9,101.85,-1,0.51,54.63,,24.06
2018-11-03 17:10:21 UTC,44.14,23.89,101.85,-1,0.51,54.01,,24.06
2018-11-03 17:11:21 UTC,44.19,23.9,101.84,-1,0,56.6,,24
2018-11-03 17:12:21 UTC,44.19,23.86,101.84,-1,0.51,54.54,,24
2018-11-03 17:13:21 UTC,44.2,23.88,101.85,-1,0.51,55.92,,24
2018-11-03 17:14:21 UTC,44.14,23.89,101.85,-1,1.02,58.31,,24
2018-11-03 17:15:21 UTC,44.22,23.89,101.85,-1,1.02,57.87,,24
2018-11-03 17:17:21 UTC,44.24,23.89,101.84,-1,0.51,57.98,,24
2018-11-03 17:18:21 UTC,44.19,23.89,101.85,-1,1.02,58.6,,24
2018-11-03 17:19:21 UTC,44.2,23.89,101.85,-1,1.02,55.84,,24
2018-11-03 17:20:21 UTC,44.27,23.89,101.84,-1,0.51,56.64,,24
2018-11-03 17:21:21 UTC,44.24,23.88,101.84,-1,0,56.82,,24
2018-11-03 17:22:21 UTC,44.27,23.88,101.84,-1,0.51,58.98,,24
2018-11-03 17:23:21 UTC,44.22,23.86,101.85,-1,1.02,57.65,,24
2018-11-03 17:24:21 UTC,44.25,23.88,101.84,-1,0,57.28,,24
2018-11-03 17:25:21 UTC,44.29,23.88,101.85,-1,0,57.13,,24
2018-11-03 17:27:21 UTC,44.3,23.86,101.86,-1,1.02,55.81,,24
2018-11-03 17:28:21 UTC,44.25,23.86,101.85,-1,1.02,55.7,,23.94
2018-11-03 17:29:21 UTC,44.25,23.88,101.86,-1,0.51,58.02,,24
2018-11-03 17:30:21 UTC,44.29,23.85,101.85,-1,0.51,54.95,,23.94
2018-11-03 17:31:21 UTC,44.34,23.85,101.86,-1,1.02,57.93,,23.94
2018-11-03 17:32:21 UTC,44.3,23.85,101.86,-1,1.02,58.94,,23.94
2018-11-03 17:33:21 UTC,44.32,23.88,101.86,-1,0.51,59.5,,24
2018-11-03 17:34:21 UTC,44.28,23.85,101.86,-1,0.51,56.99,,23.94
2018-11-03 17:35:21 UTC,44.31,23.85,101.86,-1,0.51,56.45,,23.94
2018-11-03 17:37:21 UTC,44.37,23.82,101.86,-1,0.51,56.48,,23.94
2018-11-03 17:38:21 UTC,44.3,23.85,101.86,-1,0,58.51,,23.94
2018-11-03 17:39:21 UTC,44.35,23.82,101.86,-1,0.51,56.97,,23.94
2018-11-03 17:40:21 UTC,44.3,23.85,101.86,-1,1.02,56.02,,23.94
2018-11-03 17:41:21 UTC,44.32,23.83,101.87,-1,0,57.77,,23.94
2018-11-03 17:42:21 UTC,44.32,23.85,101.87,-1,0.51,58.01,,23.94
2018-11-03 17:43:21 UTC,44.41,23.85,101.87,-1,0.51,58.13,,23.94
2018-11-03 17:44:21 UTC,44.4,23.83,101.87,-1,1.02,54.37,,23.94
2018-11-03 17:46:21 UTC,44.41,23.85,101.87,-1,0.51,55.98,,23.94
2018-11-03 17:47:21 UTC,44.39,23.83,101.87,-1,1.02,59.17,,23.94
2018-11-03 17:48:21 UTC,44.37,23.83,101.87,-1,1.02,57.2,,23.94
2018-11-03 17:49:21 UTC,44.4,23.8,101.86,-1,0.51,56.44,,23.94
2018-11-03 17:50:21 UTC,44.45,23.83,101.87,-1,0.51,56.44,,23.88
2018-11-03 17:51:21 UTC,44.46,23.83,101.87,-1,0,56.63,,23.94
2018-11-03 17:52:21 UTC,44.5,23.8,101.87,-1,1.02,58.92,,23.88
2018-11-03 17:53:21 UTC,44.51,23.79,101.86,-1,1.02,55.59,,23.88
2018-11-03 17:54:21 UTC,44.48,23.79,101.87,-1,0,56.54,,23.88
2018-11-03 17:56:21 UTC,44.53,23.79,101.87,-1,1.02,56.4,,23.88
2018-11-03 17:57:21 UTC,44.55,23.78,101.86,-1,1.02,56.99,,23.88
2018-11-03 17:58:21 UTC,44.57,23.76,101.87,-1,0.51,55.42,,23.88
2018-11-03 17:59:21 UTC,44.57,23.78,101.86,-1,0.51,54.85,,23.88
2018-11-03 18:00:21 UTC,44.56,23.78,101.86,-1,0.51,57.58,,23.88
2018-11-03 18:01:21 UTC,44.56,23.76,101.86,-1,1.02,56.58,,23.88
2018-11-03 18:02:21 UTC,44.58,23.79,101.86,-1,1.02,55.82,,23.88
2018-11-03 18:03:21 UTC,44.58,23.75,101.86,-1,0.51,60.18,,23.88
2018-11-03 18:04:21 UTC,44.53,23.79,101.86,-1,0.51,59.62,,23.88
2018-11-03 18:06:21 UTC,44.62,23.78,101.86,-1,0.51,57.82,,23.88
2018-11-03 18:07:21 UTC,44.63,23.76,101.86,-1,0,58.16,,23.81
2018-11-03 18:08:21 UTC,44.61,23.78,101.86,-1,0.51,55.18,,23.88
2018-11-03 18:09:21 UTC,44.63,23.75,101.86,-1,1.02,57.36,,23.88
2018-11-03 18:10:21 UTC,44.67,23.75,101.86,-1,0.51,58.11,,23.88
