timestamp,humidity in % (SHT31 - Humidity),air temperature in ºC (SHT31 - Temperature),barometric pressure in K Pa (MPL3115A2 - Barometric Pressure),battery in % (Battery SCK 1.1),light in Lux (BH1730FVC),noise in dBA (ICS43432 - Noise),cm in cm (VL6180),external air temperature in °C (DS18B20)
2018-11-03 13:34:51 UTC,43.03,24.88,102,-1,2.49,59.6,,24.75
2018-11-03 13:35:51 UTC,42.81,24.89,102,-1,3.58,59.79,,24.75
2018-11-03 13:36:51 UTC,42.78,24.91,102,-1,3.58,60.22,,24.75
2018-11-03 13:37:51 UTC,42.98,24.88,102,-1,3.58,59.9,,24.75
2018-11-03 13:39:51 UTC,42.94,24.87,102,-1,2.49,59.92,,24.75
2018-11-03 13:40:51 UTC,42.76,24.84,101.99,-1,2.49,60.61,,24.75
2018-11-03 13:41:51 UTC,42.95,24.85,101.99,-1,3.58,60.57,,24.69
2018-11-03 13:42:51 UTC,42.82,24.84,101.99,-1,2.49,60.78,,24.75
2018-11-03 13:43:51 UTC,42.79,24.82,101.99,-1,2.49,59.66,,24.69
2018-11-03 13:44:51 UTC,42.88,24.84,101.98,-1,3.58,61.94,,24.69
2018-11-03 13:45:51 UTC,42.88,24.79,101.98,-1,2.49,60.7,,24.69
2018-11-03 13:46:51 UTC,42.89,24.82,101.98,-1,3.58,64.77,,24.69
2018-11-03 13:48:51 UTC,42.87,24.81,101.98,-1,2.49,63.81,,24.69
2018-11-03 13:49:51 UTC,42.92,24.79,101.99,-1,2.49,60.76,,24.69
2018-11-03 13:50:51 UTC,42.83,24.81,101.98,-1,3.58,58.75,,24.69
2018-11-03 13:51:51 UTC,42.66,24.79,101.98,-1,2.49,58.54,,24.69
2018-11-03 13:52:51 UTC,42.77,24.79,101.98,-1,2.49,57.4,,24.69
2018-11-03 13:53:51 UTC,42.76,24.79,101.98,-1,2.49,62,,24.69
2018-11-03 13:54:51 UTC,42.67,24.79,101.97,-1,2.49,61.13,,24.62
2018-11-03 13:55:51 UTC,42.84,24.78,101.98,-1,2.49,61.02,,24.69
2018-11-03 13:56:51 UTC,42.76,24.78,101.98,-1,2.49,60.49,,24.62
2018-11-03 13:58:51 UTC,42.74,24.75,101.98,-1,2.49,61.25,,24.62
2018-11-03 13:59:51 UTC,42.69,24.75,101.98,-1,2.49,61.84,,24.62
2018-11-03 14:01:51 UTC,42.78,24.74,101.98,-1,2.49,60.08,,24.62
2018-11-03 14:02:51 UTC,42.68,24.74,101.98,-1,2.49,60.84,,24.62
2018-11-03 14:03:51 UTC,42.75,24.77,101.98,-1,2.49,62.78,,24.62
2018-11-03 14:04:51 UTC,42.7,24.74,101.97,-1,2.49,61.46,,24.62
2018-11-03 14:05:51 UTC,42.65,24.74,101.98,-1,2.49,61.29,,24.62
2018-11-03 14:06:51 UTC,42.75,24.71,101.97,-1,2.49,59.1,,24.62
2018-11-03 14:08:51 UTC,42.56,24.7,101.97,-1,2.49,61.47,,24.56
2018-11-03 14:09:51 UTC,42.67,24.71,101.97,-1,2.49,57.02,,24.56
2018-11-03 14:10:51 UTC,42.73,24.71,101.97,-1,2.49,59.37,,24.56
2018-11-03 14:11:51 UTC,42.59,24.68,101.97,-1,2.49,58.36,,24.56
2018-11-03 14:12:51 UTC,42.64,24.7,101.96,-1,2.49,59.83,,24.56
2018-11-03 14:13:51 UTC,42.74,24.68,101.96,-1,2.49,62.17,,24.56
2018-11-03 14:14:51 UTC,42.73,24.68,101.96,-1,2.49,60.24,,24.56
2018-11-03 14:15:51 UTC,42.85,24.68,101.96,-1,2.49,61.74,,24.56
2018-11-03 14:17:51 UTC,42.85,24.61,101.97,-1,2.49,61.77,,24.56
2018-11-03 14:18:51 UTC,42.73,24.64,101.97,-1,2.49,58.6,,24.56
2018-11-03 14:19:51 UTC,42.77,24.6,101.97,-1,3,60.28,,24.56
2018-11-03 14:20:51 UTC,42.78,24.6,101.97,-1,3,61.36,,24.56
2018-11-03 14:21:51 UTC,42.8,24.6,101.96,-1,3,59.83,,24.56
2018-11-03 14:22:51 UTC,42.78,24.6,101.96,-1,3,62.16,,24.56
2018-11-03 14:23:51 UTC,42.75,24.6,101.96,-1,3,62.58,,24.56
2018-11-03 14:24:51 UTC,42.91,24.58,101.96,-1,3,60.33,,24.5
2018-11-03 14:25:51 UTC,42.81,24.6,101.96,-1,3,61.41,,24.5
2018-11-03 14:26:51 UTC,42.89,24.56,101.96,-1,3,60.73,,24.56
2018-11-03 14:27:51 UTC,42.94,24.57,101.96,-1,3,63.12,,24.56
2018-11-03 14:28:51 UTC,42.9,24.56,101.96,-1,3,59.25,,24.5
2018-11-03 14:29:51 UTC,42.85,24.54,101.96,-1,3,58.49,,24.5
2018-11-03 14:30:51 UTC,42.84,24.56,101.96,-1,3,60.25,,24.5
2018-11-03 14:31:51 UTC,42.95,24.54,101.96,-1,3,60.33,,24.5
2018-11-03 14:32:51 UTC,42.85,24.54,101.96,-1,3,61.07,,24.5
2018-11-03 14:33:51 UTC,42.87,24.51,101.96,-1,3,57.41,,24.5
2018-11-03 14:34:51 UTC,42.93,24.5,101.96,-1,3,62.77,,24.5
2018-11-03 14:36:51 UTC,42.91,24.51,101.96,-1,3,59.84,,24.5
2018-11-03 14:37:51 UTC,42.88,24.5,101.96,-1,3,60.47,,24.5
2018-11-03 14:38:51 UTC,42.88,24.5,101.95,-1,3,60.82,,24.44
2018-11-03 14:39:51 UTC,42.9,24.51,101.95,-1,3,61.68,,24.5
2018-11-03 14:40:51 UTC,42.91,24.5,101.95,-1,3,58.01,,24.44
2018-11-03 14:41:51 UTC,43.02,24.46,101.95,-1,3,59.54,,24.5
2018-11-03 14:42:51 UTC,42.96,24.47,101.94,-1,3,57.5,,24.44
2018-11-03 14:43:51 UTC,42.91,24.47,101.94,-1,3,59.5,,24.44
2018-11-03 14:44:51 UTC,42.96,24.46,101.94,-1,3,62.56,,24.44
2018-11-03 14:45:51 UTC,43.07,24.46,101.94,-1,3,55.43,,24.44
2018-11-03 14:46:51 UTC,42.93,24.43,101.94,-1,3,62.61,,24.44
2018-11-03 14:47:51 UTC,42.93,24.44,101.94,-1,3,61.14,,24.44
2018-11-03 14:48:51 UTC,42.92,24.46,101.94,-1,3,63.18,,24.44
2018-11-03 14:49:51 UTC,42.98,24.43,101.94,-1,3,61.7,,24.44
2018-11-03 14:50:51 UTC,42.94,24.44,101.94,-1,3,57.81,,24.44
2018-11-03 14:51:51 UTC,42.91,24.44,101.93,-1,3,61.46,,24.44
2018-11-03 14:52:51 UTC,42.95,24.42,101.93,-1,3,59.02,,24.44
2018-11-03 14:53:51 UTC,43,24.43,101.93,-1,3,59.2,,24.38
2018-11-03 14:54:51 UTC,42.92,24.42,101.93,-1,3,57.84,,24.44
2018-11-03 14:55:51 UTC,42.97,24.39,101.93,-1,3,61.85,,24.38
2018-11-03 14:56:51 UTC,43.02,24.4,101.93,-1,3,60.56,,24.38
2018-11-03 14:57:51 UTC,43.09,24.4,101.93,-1,3,61.46,,24.38
2018-11-03 14:58:51 UTC,43.07,24.4,101.93,-1,3,58.04,,24.38
2018-11-03 14:59:51 UTC,43,24.4,101.93,-1,3,57.52,,24.38
2018-11-03 15:00:51 UTC,43.02,24.37,101.93,-1,3,61.03,,24.38
2018-11-03 15:01:51 UTC,43.09,24.37,101.92,-1,3,61.46,,24.38
2018-11-03 15:02:51 UTC,43.12,24.37,101.93,-1,3,59.52,,24.38
2018-11-03 15:03:51 UTC,43.11,24.34,101.93,-1,3,57.35,,24.38
2018-11-03 15:05:51 UTC,43.29,24.3,101.93,-1,2.55,58.85,,24.38
2018-11-03 15:06:51 UTC,43.45,24.26,101.93,-1,2.55,54.96,,24.38
2018-11-03 15:07:51 UTC,43.54,24.24,101.93,-1,2.55,54.99,,24.38
2018-11-03 15:08:51 UTC,43.35,24.23,101.93,-1,2.55,55.54,,24.38
2018-11-03 15:09:51 UTC,43.4,24.23,101.93,-1,2.55,56.35,,24.31
2018-11-03 15:10:51 UTC,43.43,24.21,101.94,-1,2.55,56.12,,24.38
2018-11-03 15:11:51 UTC,43.56,24.2,101.93,-1,2.55,56.65,,24.31
2018-11-03 15:12:51 UTC,43.56,24.2,101.94,-1,2.55,57.01,,24.31
2018-11-03 15:14:51 UTC,43.51,24.17,101.93,-1,2.55,56.31,,24.31
2018-11-03 15:15:51 UTC,43.56,24.17,101.92,-1,2.55,57.21,,24.31
2018-11-03 15:16:51 UTC,43.57,24.16,101.93,-1,2.55,57.09,,24.31
2018-11-03 15:17:51 UTC,43.6,24.16,101.92,-1,2.55,56.74,,24.31
2018-11-03 15:18:51 UTC,43.6,24.17,101.92,-1,2.55,58.24,,24.31
2018-11-03 15:19:51 UTC,43.54,24.19,101.93,-1,2.55,56.44,,24.31
2018-11-03 15:20:51 UTC,43.59,24.17,101.92,-1,2.55,56.84,,24.31
2018-11-03 15:21:51 UTC,43.56,24.17,101.93,-1,2.55,61.69,,24.31
2018-11-03 15:22:51 UTC,43.59,24.16,101.93,-1,2.55,57.09,,24.31
2018-11-03 15:24:51 UTC,43.67,24.17,101.93,-1,2.55,59.52,,24.31
2018-11-03 15:25:51 UTC,43.66,24.16,101.93,-1,2.55,55.3,,24.25
2018-11-03 15:26:51 UTC,43.58,24.16,101.93,-1,2.55,55.94,,24.25
2018-11-03 15:27:51 UTC,43.66,24.14,101.92,-1,2.55,59.69,,24.25
2018-11-03 15:28:51 UTC,43.67,24.13,101.92,-1,2.55,57.31,,24.25
2018-11-03 15:29:51 UTC,43.71,24.14,101.93,-1,2.55,56.15,,24.25
2018-11-03 15:30:51 UTC,43.63,24.12,101.93,-1,2.55,56.61,,24.25
2018-11-03 15:31:51 UTC,43.76,24.12,101.93,-1,2.55,57.4,,24.25
2018-11-03 15:32:51 UTC,43.64,24.12,101.92,-1,2.55,57.97,,24.25
2018-11-03 15:34:51 UTC,43.69,24.12,101.93,-1,2.55,57.7,,24.25
2018-11-03 15:35:51 UTC,43.63,24.1,101.93,-1,2.55,56.45,,24.25
2018-11-03 15:36:51 UTC,43.66,24.12,101.93,-1,2.55,58.46,,24.25
2018-11-03 15:37:51 UTC,43.62,24.13,101.92,-1,2.55,59.59,,24.25
2018-11-03 15:39:51 UTC,43.69,24.13,101.93,-1,2.55,55.71,,24.25
2018-11-03 15:40:51 UTC,43.53,24.1,101.93,-1,2.55,57.48,,24.25
2018-11-03 15:41:51 UTC,43.34,24.17,101.92,-1,2.55,56.94,,24.25
2018-11-03 15:42:51 UTC,43.38,24.2,101.92,-1,2.55,55.82,,24.19
2018-11-03 15:43:51 UTC,43.33,24.21,101.92,-1,2.55,56.9,,24.25
2018-11-03 15:45:51 UTC,43.45,24.2,101.91,-1,2.55,58.33,,24.19
2018-11-03 15:46:51 UTC,43.5,24.16,101.91,-1,2.55,53.96,,24.19
2018-11-03 15:47:51 UTC,43.5,24.16,101.91,-1,2.55,54.51,,24.25
2018-11-03 15:48:51 UTC,43.61,24.14,101.91,-1,2.55,57.61,,24.19
2018-11-03 15:49:51 UTC,43.66,24.14,101.91,-1,2.55,57.48,,24.19
2018-11-03 15:50:51 UTC,43.69,24.13,101.91,-1,2.55,57.45,,24.19
2018-11-03 15:51:51 UTC,43.68,24.12,101.91,-1,2.55,56.77,,24.19
2018-11-03 15:52:51 UTC,43.7,24.12,101.91,-1,2.55,55.11,,24.19
2018-11-03 15:53:51 UTC,43.75,24.12,101.91,-1,2.55,58,,24.19
2018-11-03 15:55:51 UTC,43.76,24.07,101.91,-1,2.55,55.34,,24.19
2018-11-03 15:56:51 UTC,43.73,24.07,101.91,-1,2.55,56.31,,24.19
2018-11-03 15:57:51 UTC,43.79,24.09,101.91,-1,2.55,55.88,,24.19
2018-11-03 15:58:51 UTC,43.81,24.07,101.91,-1,2.55,56.75,,24.19
2018-11-03 15:59:51 UTC,43.77,24.07,101.91,-1,2.55,55.77,,24.12
2018-11-03 16:00:51 UTC,43.78,24.07,101.91,-1,2.55,56.31,,24.19
2018-11-03 16:01:51 UTC,43.77,24.07,101.91,-1,2.55,57.03,,24.12
2018-11-03 16:03:51 UTC,43.77,24.03,101.9,-1,2.55,56.44,,24.12
2018-11-03 16:04:51 UTC,43.92,24.06,101.9,-1,2.55,58.02,,24.12
2018-11-03 16:05:51 UTC,43.87,24.06,101.9,-1,2.55,57.77,,24.12
2018-11-03 16:06:51 UTC,43.93,24.06,101.9,-1,2.55,55.85,,24.12
2018-11-03 16:07:51 UTC,43.88,24.06,101.9,-1,2.55,57.45,,24.12
2018-11-03 16:08:51 UTC,43.88,24,101.9,-1,2.55,56.56,,24.12
2018-11-03 16:09:51 UTC,43.86,24.03,101.9,-1,2.55,60.23,,24.12
2018-11-03 16:10:51 UTC,43.82,24.03,101.9,-1,2.55,54.72,,24.12
2018-11-03 16:11:51 UTC,43.98,24.03,101.89,-1,2.55,57.33,,24.12
2018-11-03 16:13:51 UTC,43.87,24.03,101.89,-1,2.55,59.19,,24.12
2018-11-03 16:14:51 UTC,43.87,24.04,101.9,-1,2.55,56.41,,24.12
2018-11-03 16:15:51 UTC,43.88,24.03,101.9,-1,2.55,56.44,,24.06
2018-11-03 16:17:51 UTC,44.01,24.02,101.9,-1,2.55,56.59,,24.06
2018-11-03 16:18:51 UTC,43.96,23.99,101.9,-1,2.55,56.13,,24.06
2018-11-03 16:19:51 UTC,43.89,24,101.9,-1,2.55,56.13,,24.06
2018-11-03 16:20:51 UTC,43.93,24.02,101.89,-1,2.55,55.88,,24.06
2018-11-03 16:22:51 UTC,43.92,24,101.9,-1,2.55,57.98,,24.06
2018-11-03 16:23:51 UTC,43.94,23.99,101.89,-1,2.55,57.3,,24.06
2018-11-03 16:24:51 UTC,44,24,101.89,-1,2.55,55.71,,24.06
2018-11-03 16:25:51 UTC,43.95,23.97,101.89,-1,2.55,56.84,,24.06
2018-11-03 16:26:51 UTC,44.01,23.99,101.89,-1,2.55,59.42,,24.06
2018-11-03 16:27:51 UTC,43.95,24,101.9,-1,2.55,59,,24.06
2018-11-03 16:28:51 UTC,43.99,23.99,101.9,-1,2.55,58.16,,24.06
2018-11-03 16:29:51 UTC,44.01,24,101.9,-1,2.55,58.97,,24.06
2018-11-03 16:30:51 UTC,43.94,23.99,101.9,-1,2.55,56.33,,24.06
2018-11-03 16:32:51 UTC,44.03,23.99,101.9,-1,2.55,58.1,,24.06
2018-11-03 16:33:51 UTC,44.04,23.97,101.9,-1,2.55,58.3,,24.06
2018-11-03 16:34:51 UTC,43.99,23.99,101.9,-1,2.55,57.31,,24
2018-11-03 16:35:51 UTC,44.05,23.99,101.9,-1,2.55,56.59,,24
2018-11-03 16:36:51 UTC,44,23.99,101.9,-1,2.55,54.25,,24
2018-11-03 16:37:51 UTC,44.03,23.97,101.9,-1,2.55,57,,24
2018-11-03 16:38:51 UTC,44.09,23.99,101.9,-1,2.55,57.72,,24
2018-11-03 16:39:51 UTC,44.04,23.97,101.9,-1,2.55,56.63,,24.06
2018-11-03 16:41:51 UTC,44.04,23.96,101.9,-1,2.55,56.79,,24
2018-11-03 16:42:51 UTC,44.03,23.93,101.9,-1,2.55,56.47,,24
2018-11-03 16:43:51 UTC,44.02,23.96,101.91,-1,2.55,56.34,,24
2018-11-03 16:44:51 UTC,44.04,23.96,101.91,-1,2.55,58.89,,24
2018-11-03 16:45:51 UTC,44.12,23.96,101.91,-1,2.55,55.38,,24
2018-11-03 16:46:51 UTC,44.06,23.95,101.91,-1,2.55,56.97,,24
2018-11-03 16:47:51 UTC,44.11,23.96,101.91,-1,2.55,58.11,,24
2018-11-03 16:48:51 UTC,44.12,23.96,101.91,-1,2.55,58.48,,24
2018-11-03 16:50:51 UTC,44.11,23.96,101.91,-1,2.55,56.54,,24
2018-11-03 16:51:51 UTC,44.15,23.95,101.91,-1,2.55,58.58,,24
2018-11-03 16:52:51 UTC,44.1,23.95,101.91,-1,2.55,55.62,,23.94
2018-11-03 16:53:51 UTC,44.06,23.93,101.91,-1,2.55,57.54,,23.94
2018-11-03 16:54:51 UTC,44.07,23.93,101.91,-1,2.55,56.14,,24
2018-11-03 16:55:51 UTC,44.12,23.95,101.91,-1,3.06,57.46,,23.94
2018-11-03 16:56:51 UTC,44.15,23.96,101.91,-1,3.06,56.72,,23.94
2018-11-03 16:57:51 UTC,44.22,23.93,101.91,-1,3.06,55.54,,23.94
2018-11-03 16:58:51 UTC,44.18,23.92,101.91,-1,3.06,53.64,,23.94
2018-11-03 17:00:51 UTC,44.26,23.91,101.91,-1,3.06,56.38,,23.94
2018-11-03 17:01:51 UTC,44.21,23.91,101.9,-1,3.06,56.88,,23.94
2018-11-03 17:02:51 UTC,44.21,23.91,101.9,-1,3.06,55.46,,23.94
2018-11-03 17:03:51 UTC,44.22,23.89,101.9,-1,3.06,54.96,,23.94
2018-11-03 17:04:51 UTC,44.25,23.91,101.9,-1,3.06,58.53,,23.94
2018-11-03 17:05:51 UTC,44.25,23.89,101.9,-1,3.06,57.28,,23.94
2018-11-03 17:06:51 UTC,44.28,23.89,101.9,-1,3.06,57.95,,23.94
2018-11-03 17:07:51 UTC,44.25,23.88,101.9,-1,3.06,54.16,,23.94
2018-11-03 17:08:51 UTC,44.3,23.89,101.9,-1,3.06,60.12,,23.94
2018-11-03 17:09:51 UTC,44.28,23.89,101.9,-1,3.06,57.01,,23.94
2018-11-03 17:10:51 UTC,44.26,23.89,101.91,-1,3.06,59.7,,23.94
2018-11-03 17:11:51 UTC,44.26,23.89,101.9,-1,3.06,58.13,,23.88
2018-11-03 17:12:51 UTC,44.17,23.91,101.91,-1,3.06,56.58,,23.88
2018-11-03 17:13:51 UTC,44.21,23.91,101.91,-1,3.06,58.85,,23.88
2018-11-03 17:14:51 UTC,44.29,23.88,101.91,-1,3.06,58.16,,23.88
2018-11-03 17:15:51 UTC,44.31,23.89,101.91,-1,3.06,58.46,,23.88
2018-11-03 17:16:51 UTC,44.35,23.88,101.9,-1,3.06,55.21,,23.88
2018-11-03 17:17:51 UTC,44.3,23.86,101.9,-1,3.06,56.71,,23.88
2018-11-03 17:19:51 UTC,44.37,23.86,101.9,-1,3.06,54.88,,23.88
2018-11-03 17:20:51 UTC,44.41,23.86,101.9,-1,3.06,58.61,,23.88
2018-11-03 17:21:51 UTC,44.38,23.86,101.9,-1,3.06,56.2,,23.88
2018-11-03 17:22:51 UTC,44.25,23.85,101.9,-1,3.06,55.76,,23.88
2018-11-03 17:23:51 UTC,44.28,23.86,101.9,-1,3.06,55.84,,23.88
2018-11-03 17:24:51 UTC,44.3,23.89,101.9,-1,3.06,56.11,,23.88
2018-11-03 17:25:51 UTC,44.35,23.89,101.9,-1,3.06,56.06,,23.88
2018-11-03 17:26:51 UTC,44.37,23.86,101.91,-1,3.06,57.91,,23.88
2018-11-03 17:28:51 UTC,44.39,23.82,101.91,-1,3.06,57.67,,23.88
2018-11-03 17:29:51 UTC,44.33,23.82,101.92,-1,3.06,59.64,,23.81
2018-11-03 17:30:51 UTC,44.34,23.85,101.92,-1,3.06,57.21,,23.88
2018-11-03 17:31:51 UTC,44.34,23.83,101.93,-1,3.06,58.23,,23.81
2018-11-03 17:32:51 UTC,44.32,23.85,101.92,-1,3.06,56.18,,23.81
2018-11-03 17:33:51 UTC,44.35,23.83,101.92,-1,3.06,56.88,,23.81
2018-11-03 17:34:51 UTC,44.43,23.83,101.92,-1,3.06,56.34,,23.81
2018-11-03 17:35:51 UTC,44.39,23.86,101.93,-1,3.06,57.28,,23.81
2018-11-03 17:36:51 UTC,44.34,23.83,101.92,-1,3.06,59.19,,23.81
2018-11-03 17:38:51 UTC,44.43,23.83,101.93,-1,3.06,58,,23.81
2018-11-03 17:39:51 UTC,44.41,23.83,101.93,-1,3.06,59.07,,23.81
2018-11-03 17:40:51 UTC,44.36,23.81,101.93,-1,3.06,55.68,,23.81
2018-11-03 17:41:51 UTC,44.43,23.85,101.93,-1,3.06,56.32,,23.81
2018-11-03 17:42:51 UTC,44.49,23.83,101.94,-1,3.06,56.27,,23.81
2018-11-03 17:43:51 UTC,44.43,23.81,101.94,-1,3.06,58.18,,23.81
2018-11-03 17:44:51 UTC,44.47,23.81,101.94,-1,3.06,56.7,,23.81
2018-11-03 17:45:51 UTC,44.48,23.83,101.94,-1,3.06,56.49,,23.81
2018-11-03 17:47:51 UTC,44.5,23.78,101.94,-1,3.06,57.71,,23.75
2018-11-03 17:48:51 UTC,44.55,23.82,101.94,-1,3.06,57.36,,23.75
2018-11-03 17:49:51 UTC,44.56,23.78,101.93,-1,3.06,58.45,,23.81
2018-11-03 17:50:51 UTC,44.61,23.78,101.93,-1,3.06,56.33,,23.75
2018-11-03 17:51:51 UTC,44.62,23.78,101.94,-1,3.06,54.53,,23.81
2018-11-03 17:52:51 UTC,44.56,23.76,101.93,-1,3.06,55.51,,23.75
2018-11-03 17:53:51 UTC,44.59,23.81,101.93,-1,3.06,57.87,,23.81
2018-11-03 17:54:51 UTC,44.57,23.81,101.93,-1,3.06,55.08,,23.75
2018-11-03 17:56:51 UTC,44.64,23.79,101.94,-1,3.06,58.43,,23.75
2018-11-03 17:57:51 UTC,44.61,23.79,101.93,-1,3.06,59.67,,23.75
2018-11-03 17:58:51 UTC,44.55,23.81,101.93,-1,3.06,55.94,,23.75
2018-11-03 17:59:51 UTC,44.58,23.81,101.94,-1,3.06,56.87,,23.75
2018-11-03 18:00:51 UTC,44.6,23.81,101.93,-1,3.06,54.13,,23.75
2018-11-03 18:01:51 UTC,44.58,23.81,101.94,-1,3.06,54.27,,23.75
2018-11-03 18:02:51 UTC,44.64,23.78,101.93,-1,3.06,55.78,,23.75
2018-11-03 18:03:51 UTC,44.61,23.81,101.94,-1,3.06,58.82,,23.75
2018-11-03 18:05:51 UTC,44.61,23.76,101.93,-1,3.06,58.43,,23.75
2018-11-03 18:06:51 UTC,44.69,23.76,101.93,-1,3.06,56.48,,23.75
2018-11-03 18:07:51 UTC,44.68,23.76,101.93,-1,3.06,58.07,,23.75
2018-11-03 18:08:51 UTC,44.66,23.76,101.93,-1,3.06,56.82,,23.75
2018-11-03 18:09:51 UTC,44.71,23.78,101.93,-1,3.06,57.04,,23.69
2018-11-03 18:10:51 UTC,44.72,23.76,101.92,-1,3.06,57.2,,23.69
2018-11-03 18:11:51 UTC,44.73,23.75,101.92,-1,3.06,54.33,,23.69
2018-11-03 18:12:51 UTC,44.73,23.73,101.92,-1,3.06,57.31,,23.69
2018-11-03 18:14:51 UTC,44.77,23.73,101.93,-1,3.06,55.56,,23.69
2018-11-03 18:15:51 UTC,44.66,23.72,101.92,-1,3.06,56.76,,23.69
2018-11-03 18:16:51 UTC,44.77,23.73,101.92,-1,3.06,57.69,,23.69
2018-11-03 18:17:51 UTC,44.73,23.73,101.92,-1,3.06,56.37,,23.69
2018-11-03 18:18:51 UTC,44.7,23.73,101.92,-1,3.06,59.05,,23.69
2018-11-03 18:19:51 UTC,44.66,23.73,101.92,-1,3.06,57.79,,23.69
2018-11-03 18:20:51 UTC,44.68,23.75,101.92,-1,3.06,56.68,,23.69
2018-11-03 18:21:51 UTC,44.63,23.73,101.93,-1,3.06,53.29,,23.69
